zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000079097,TANC2,ENSDARG00000079097,tanc2a
ENSDARG00000004460,DESI2,ENSDARG00000004460,desi2
ENSDARG00000104542,PPT2,ENSDARG00000104542,ppt2
ENSDARG00000018441,HEG1,ENSDARG00000018441,heg1
ENSDARG00000115902,LNPK,ENSDARG00000115902,lnpa
ENSDARG00000073673,ADGRA3,ENSDARG00000073673,adgra3
ENSDARG00000086896,FUBP3,ENSDARG00000086896,fubp3
ENSDARG00000104138,IGFBP7,ENSDARG00000104138,igfbp7
ENSDARG00000041575,TRMT10C,ENSDARG00000041575,trmt10c
ENSDARG00000070390,FLAD1,ENSDARG00000070390,flad1
ENSDARG00000058079,TXNDC17,ENSDARG00000058079,txndc17
ENSDARG00000057184,C7orf25,ENSDARG00000057184,zgc_55781
ENSDARG00000059349,HOMER2,ENSDARG00000059349,homer2
ENSDARG00000008740,ESF1,ENSDARG00000008740,esf1
ENSDARG00000042851,SRP9,ENSDARG00000042851,srp9
ENSDARG00000070435,VAPB,ENSDARG00000070435,vapb
ENSDARG00000011240,IFT46,ENSDARG00000011240,ift46
ENSDARG00000052942,ASPG,ENSDARG00000052942,aspg
ENSDARG00000103937,NDRG4,ENSDARG00000103937,ndrg4
ENSDARG00000043559,GLE1,ENSDARG00000043559,gle1
ENSDARG00000019113,MOB3A,ENSDARG00000019113,mob3a
ENSDARG00000007657,CCNH,ENSDARG00000007657,ccnh
ENSDARG00000100181,LAMP1,ENSDARG00000100181,lamp1a
ENSDARG00000068981,GLCE,ENSDARG00000068981,glceb
ENSDARG00000061498,DUSP13B,ENSDARG00000061498,dusp13a
ENSDARG00000045506,GRAMD4,ENSDARG00000045506,gramd4b
ENSDARG00000012306,SYT13,ENSDARG00000012306,syt13
ENSDARG00000039913,TMEM147,ENSDARG00000039913,tmem147
ENSDARG00000054224,IPO11,ENSDARG00000054224,ipo11
ENSDARG00000045911,TULP4,ENSDARG00000045911,tulp4a
ENSDARG00000069807,ZDHHC18,ENSDARG00000069807,zdhhc18a
ENSDARG00000087162,TMEM102,ENSDARG00000087162,tmem102
ENSDARG00000091271,CENPT,ENSDARG00000091271,si_ch211-225g23.1
ENSDARG00000024828,TMEM134,ENSDARG00000024828,tmem134
ENSDARG00000075435,AKAP11,ENSDARG00000075435,akap11
ENSDARG00000031777,PPARA,ENSDARG00000031777,pparaa
ENSDARG00000102787,FAM193A,ENSDARG00000102787,fam193a
ENSDARG00000042341,LYSET,ENSDARG00000042341,tmem251
ENSDARG00000052408,MGAT2,ENSDARG00000052408,mgat2
ENSDARG00000008278,RCOR2,ENSDARG00000008278,rcor2
ENSDARG00000033852,MAD1L1,ENSDARG00000033852,mad1l1
ENSDARG00000032532,ARPP19,ENSDARG00000032532,arpp19a
ENSDARG00000099371,CYGB,ENSDARG00000099371,cygb1
ENSDARG00000031983,SIX4,ENSDARG00000031983,six4b
ENSDARG00000031983,SIX5,ENSDARG00000031983,six4b
ENSDARG00000031983,ANHX,ENSDARG00000031983,six4b
ENSDARG00000045129,FKBP10,ENSDARG00000045129,fkbp10b
ENSDARG00000074367,USP12,ENSDARG00000074367,usp12b
ENSDARG00000040350,RPP38,ENSDARG00000040350,rpp38
ENSDARG00000036778,HBS1L,ENSDARG00000036778,hbs1l
ENSDARG00000068983,BTBD9,ENSDARG00000068983,btbd9
ENSDARG00000014731,CACYBP,ENSDARG00000014731,cacybp
ENSDARG00000036820,MGLL,ENSDARG00000036820,mgll
ENSDARG00000056932,TFIP11,ENSDARG00000056932,tfip11
ENSDARG00000013802,PCID2,ENSDARG00000013802,pcid2
ENSDARG00000015610,TUBG1,ENSDARG00000015610,tubg1
ENSDARG00000074675,PAN2,ENSDARG00000074675,pan2
ENSDARG00000111240,DHRS13,ENSDARG00000111240,dhrs13a.2
ENSDARG00000078754,EIF4EBP2,ENSDARG00000078754,gra
ENSDARG00000030687,PHKA2,ENSDARG00000030687,phka2
ENSDARG00000056903,MRPL13,ENSDARG00000056903,mrpl13
ENSDARG00000020041,VPS35L,ENSDARG00000020041,vps35l
ENSDARG00000059835,ZFYVE27,ENSDARG00000059835,zfyve27
ENSDARG00000056473,CHAF1B,ENSDARG00000056473,chaf1b
ENSDARG00000070447,SLC39A9,ENSDARG00000070447,slc39a9
ENSDARG00000079167,SAMD1,ENSDARG00000079167,si_ch211-230g15.5
ENSDARG00000061543,CCDC85B,ENSDARG00000061543,ccdc85b
ENSDARG00000021633,SH3BGR,ENSDARG00000021633,sh3bgr
ENSDARG00000033768,TRAPPC13,ENSDARG00000033768,trappc13
ENSDARG00000041072,MIER1,ENSDARG00000041072,mier1a
ENSDARG00000004527,PIN4,ENSDARG00000004527,pin4
ENSDARG00000032985,MRPL27,ENSDARG00000032985,mrpl27
ENSDARG00000101079,HECTD4,ENSDARG00000101079,HECTD4
ENSDARG00000070069,PITX1,ENSDARG00000070069,pitx3
ENSDARG00000043497,SCRN2,ENSDARG00000043497,scrn2
ENSDARG00000098379,C4orf54,ENSDARG00000098379,si_dkey-38l22.2
ENSDARG00000060298,NIN,ENSDARG00000060298,nin
ENSDARG00000039328,CCNDBP1,ENSDARG00000039328,ccndbp1
ENSDARG00000027887,ZFYVE21,ENSDARG00000027887,zfyve21
ENSDARG00000045676,CALU,ENSDARG00000045676,calua
ENSDARG00000054290,ACIN1,ENSDARG00000054290,acin1a
ENSDARG00000062020,GSE1,ENSDARG00000062020,gse1
ENSDARG00000037261,MTAP,ENSDARG00000037261,mtap
ENSDARG00000042120,FIRRM,ENSDARG00000042120,si_dkey-97o5.1
ENSDARG00000093007,MPHOSPH6,ENSDARG00000093007,mphosph6
ENSDARG00000090309,UBXN1,ENSDARG00000090309,ubxn1
ENSDARG00000090301,USP48,ENSDARG00000090301,usp48
ENSDARG00000028581,JKAMP,ENSDARG00000028581,jkamp
ENSDARG00000041631,PSME3IP1,ENSDARG00000041631,fam192a
ENSDARG00000021462,DAW1,ENSDARG00000021462,daw1
ENSDARG00000002670,ATG14,ENSDARG00000002670,ATG14
ENSDARG00000035181,SLC25A46,ENSDARG00000035181,slc25a46
ENSDARG00000101474,SNAPC3,ENSDARG00000101474,snapc3
ENSDARG00000010250,NQO1,ENSDARG00000010250,nqo1
ENSDARG00000100359,AREL1,ENSDARG00000100359,AREL1
ENSDARG00000024195,ZNF395,ENSDARG00000024195,znf395b
ENSDARG00000002401,GALE,ENSDARG00000002401,gale
ENSDARG00000045870,PLEKHA5,ENSDARG00000045870,plekha5
ENSDARG00000038976,PDCD7,ENSDARG00000038976,pdcd7
ENSDARG00000040251,CTSK,ENSDARG00000040251,ctsk
ENSDARG00000002549,EIF3E,ENSDARG00000002549,eif3eb
ENSDARG00000077513,PPP1R3D,ENSDARG00000077513,ppp1r3da
ENSDARG00000037655,PLS3,ENSDARG00000037655,pls3
ENSDARG00000099280,UTP20,ENSDARG00000099280,utp20
ENSDARG00000018918,RAD17,ENSDARG00000018918,rad17
ENSDARG00000039851,DHDDS,ENSDARG00000039851,dhdds
ENSDARG00000102998,TAF6,ENSDARG00000102998,taf6
ENSDARG00000029133,TUBGCP3,ENSDARG00000029133,tubgcp3
ENSDARG00000068710,NID1,ENSDARG00000068710,nid1a
ENSDARG00000045696,MRPL23,ENSDARG00000045696,mrpl23
ENSDARG00000020387,NIPSNAP3A,ENSDARG00000020387,nipsnap3a
ENSDARG00000020387,NIPSNAP3B,ENSDARG00000020387,nipsnap3a
ENSDARG00000104439,CLDND1,ENSDARG00000104439,cldnd1a
ENSDARG00000008979,GOLGA1,ENSDARG00000008979,golga1
ENSDARG00000039005,TRAPPC1,ENSDARG00000039005,trappc1
ENSDARG00000102891,PPP1R26,ENSDARG00000102891,ppp1r26
ENSDARG00000058865,ENDOG,ENSDARG00000058865,endog
ENSDARG00000045562,PUS1,ENSDARG00000045562,pus1
ENSDARG00000009313,NAPSA,ENSDARG00000009313,napsa
ENSDARG00000088276,H2BK1,ENSDARG00000088276,si_ch211-190p8.2
ENSDARG00000020164,EFNB2,ENSDARG00000020164,efnb2a
ENSDARG00000043094,GNAS,ENSDARG00000043094,gnas
ENSDARG00000040085,CCSAP,ENSDARG00000040085,ccsapb
ENSDARG00000012234,PSME3,ENSDARG00000012234,psme3
ENSDARG00000076729,MYO9A,ENSDARG00000076729,myo9aa
ENSDARG00000041421,TAFAZZIN,ENSDARG00000041421,taz
ENSDARG00000016263,ZDHHC5,ENSDARG00000016263,zdhhc5a
ENSDARG00000087529,ANKLE1,ENSDARG00000087529,zgc_85936
ENSDARG00000039682,DUSP29,ENSDARG00000039682,si_ch211-121a2.2
ENSDARG00000022813,DND1,ENSDARG00000022813,dnd1
ENSDARG00000062472,SIN3B,ENSDARG00000062472,sin3b
ENSDARG00000095273,COX8A,ENSDARG00000095273,cox8a
ENSDARG00000095273,COX8C,ENSDARG00000095273,cox8a
ENSDARG00000101908,RAB3IP,ENSDARG00000101908,rab3ip
ENSDARG00000004636,CCDC9,ENSDARG00000004636,ccdc9
ENSDARG00000067741,ITPKC,ENSDARG00000067741,itpkcb
ENSDARG00000043821,KLF7,ENSDARG00000043821,klf7b
ENSDARG00000079323,RGMB,ENSDARG00000079323,rgmb
ENSDARG00000056531,NUTF2,ENSDARG00000056531,nutf2
ENSDARG00000035564,DGCR8,ENSDARG00000035564,dgcr8
ENSDARG00000101316,PPP4R1,ENSDARG00000101316,ppp4r1
ENSDARG00000034734,MED6,ENSDARG00000034734,med6
ENSDARG00000006811,SULT1C4,ENSDARG00000006811,sult1st6
ENSDARG00000016699,TRPA1,ENSDARG00000016699,trpa1a
ENSDARG00000018902,PES1,ENSDARG00000018902,pes
ENSDARG00000012387,PDHA1,ENSDARG00000012387,pdha1a
ENSDARG00000012387,PDHA2,ENSDARG00000012387,pdha1a
ENSDARG00000009473,PPARD,ENSDARG00000009473,ppardb
ENSDARG00000075798,USP38,ENSDARG00000075798,usp38
ENSDARG00000101323,TRNAU1AP,ENSDARG00000101323,trnau1apa
ENSDARG00000052290,RAB33B,ENSDARG00000052290,rab33ba
ENSDARG00000090447,MTBP,ENSDARG00000090447,mtbp
ENSDARG00000008480,TRMT61A,ENSDARG00000008480,trmt61a
ENSDARG00000006791,BMAL1,ENSDARG00000006791,arntl1a
ENSDARG00000031248,ENKUR,ENSDARG00000031248,enkur
ENSDARG00000009607,CCNC,ENSDARG00000009607,ccnc
ENSDARG00000098017,PET100,ENSDARG00000098017,pet100
ENSDARG00000078362,TNC,ENSDARG00000078362,zmp_0000000846
ENSDARG00000019774,ZHX3,ENSDARG00000019774,zhx3
ENSDARG00000022261,PDZK1,ENSDARG00000022261,pdzk1
ENSDARG00000101060,GCNA,ENSDARG00000101060,gcna
ENSDARG00000039340,TMEM209,ENSDARG00000039340,tmem209
ENSDARG00000098079,RAB3GAP1,ENSDARG00000098079,rab3gap1
ENSDARG00000022340,UFC1,ENSDARG00000022340,ufc1
ENSDARG00000055115,DTNBP1,ENSDARG00000055115,dtnbp1a
ENSDARG00000044373,ATG4C,ENSDARG00000044373,atg4c
ENSDARG00000002467,RDH14,ENSDARG00000002467,rdh14b
ENSDARG00000020623,BAX,ENSDARG00000020623,baxa
ENSDARG00000074750,QSER1,ENSDARG00000074750,qser1
ENSDARG00000010487,SAE1,ENSDARG00000010487,sae1
ENSDARG00000054829,PIK3C3,ENSDARG00000054829,pik3c3
ENSDARG00000058463,NDUFAB1,ENSDARG00000058463,ndufab1a
ENSDARG00000030154,PAK5,ENSDARG00000030154,pak7
ENSDARG00000014875,ABI2,ENSDARG00000014875,abi2b
ENSDARG00000055566,MASTL,ENSDARG00000055566,mastl
ENSDARG00000070623,MED10,ENSDARG00000070623,med10
ENSDARG00000070672,SLC2A3,ENSDARG00000070672,slc2a9l1
ENSDARG00000070672,SLC2A14,ENSDARG00000070672,slc2a9l1
ENSDARG00000070672,SLC2A7,ENSDARG00000070672,slc2a9l1
ENSDARG00000055722,BCO2,ENSDARG00000055722,bco2a
ENSDARG00000018494,SMN1,ENSDARG00000018494,smn1
ENSDARG00000018494,SMN2,ENSDARG00000018494,smn1
ENSDARG00000058212,MAGEC2,ENSDARG00000058212,ndnl2
ENSDARG00000058212,TRO,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB2,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGED2,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB4,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA9,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA10,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA4,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGED4,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEC1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA8,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEC3,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB6,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB18,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEF1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB10,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGED1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,NDN,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB17,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA2B,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA11,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEE2,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGED4B,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEH1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB5,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB16,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA6,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB3,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEE1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA12,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB1,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA3,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEB6B,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEL2,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA9B,ENSDARG00000058212,ndnl2
ENSDARG00000058212,MAGEA2,ENSDARG00000058212,ndnl2
ENSDARG00000040131,ZFYVE26,ENSDARG00000040131,zfyve26
ENSDARG00000010601,MTMR10,ENSDARG00000010601,mtmr10
ENSDARG00000044812,TTC17,ENSDARG00000044812,ttc17
ENSDARG00000076618,TM2D3,ENSDARG00000076618,tm2d3
ENSDARG00000041569,CES5A,ENSDARG00000041569,ces2
ENSDARG00000041569,CES4A,ENSDARG00000041569,ces2
ENSDARG00000041569,CES2,ENSDARG00000041569,ces2
ENSDARG00000041569,CES1,ENSDARG00000041569,ces2
ENSDARG00000046081,BLOC1S2,ENSDARG00000046081,bloc1s2
ENSDARG00000044339,RP2,ENSDARG00000044339,rp2
ENSDARG00000094043,TTF1,ENSDARG00000094043,si_ch73-376l24.3
ENSDARG00000012591,PDCD10,ENSDARG00000012591,pdcd10b
ENSDARG00000099315,NSDHL,ENSDARG00000099315,nsdhl
ENSDARG00000010255,BIN2,ENSDARG00000010255,bin2b
ENSDARG00000043250,PPM1A,ENSDARG00000043250,ppm1ab
ENSDARG00000059460,SBF2,ENSDARG00000059460,sbf2
ENSDARG00000099959,MYH6,ENSDARG00000099959,smyhc1
ENSDARG00000062372,NRDC,ENSDARG00000062372,nrd1b
ENSDARG00000055129,PIM3,ENSDARG00000055129,pim3
ENSDARG00000014517,USP5,ENSDARG00000014517,usp5
ENSDARG00000052190,FDX2,ENSDARG00000052190,fdx2
ENSDARG00000003398,RBPJ,ENSDARG00000003398,rbpja
ENSDARG00000042087,DMAP1,ENSDARG00000042087,dmap1
ENSDARG00000045803,MFGE8,ENSDARG00000045803,mfge8b
ENSDARG00000060197,ATP2C1,ENSDARG00000060197,atp2c1
ENSDARG00000019038,SGSM3,ENSDARG00000019038,sgsm3
ENSDARG00000004634,OSBP,ENSDARG00000004634,osbp
ENSDARG00000011466,AFG1L,ENSDARG00000011466,afg1la
ENSDARG00000073848,ARHGEF7,ENSDARG00000073848,arhgef7b
ENSDARG00000019487,TMX1,ENSDARG00000019487,tmx1
ENSDARG00000055784,PTPN3,ENSDARG00000055784,ptpn3
ENSDARG00000057075,LAMTOR3,ENSDARG00000057075,lamtor3
ENSDARG00000110186,CDCP1,ENSDARG00000110186,LO018535.1
ENSDARG00000032261,RNGTT,ENSDARG00000032261,rngtt
ENSDARG00000070463,E2F3,ENSDARG00000070463,e2f3
ENSDARG00000022918,TBCC,ENSDARG00000022918,tbcc
ENSDARG00000001873,PHGDH,ENSDARG00000001873,phgdh
ENSDARG00000104103,RPS6KC1,ENSDARG00000104103,rps6kc1
ENSDARG00000052625,FKBP1B,ENSDARG00000052625,fkbp1b
ENSDARG00000034771,RAB13,ENSDARG00000034771,rab13
ENSDARG00000004452,TARDBP,ENSDARG00000004452,tardbpl
ENSDARG00000041113,WDR18,ENSDARG00000041113,wdr18
ENSDARG00000006094,IGF2R,ENSDARG00000006094,igf2r
ENSDARG00000045296,COPS9,ENSDARG00000045296,cops9
ENSDARG00000101438,LONP2,ENSDARG00000101438,lonp2
ENSDARG00000027418,TRAPPC4,ENSDARG00000027418,trappc4
ENSDARG00000028475,LIN9,ENSDARG00000028475,lin9
ENSDARG00000062049,ARHGAP45,ENSDARG00000062049,arhgap45b
ENSDARG00000051710,FCGRT,ENSDARG00000051710,CR339041.1
ENSDARG00000051710,CD1D,ENSDARG00000051710,CR339041.1
ENSDARG00000051710,CD1A,ENSDARG00000051710,CR339041.1
ENSDARG00000051710,CD1C,ENSDARG00000051710,CR339041.1
ENSDARG00000051710,CD1B,ENSDARG00000051710,CR339041.1
ENSDARG00000051710,CD1E,ENSDARG00000051710,CR339041.1
ENSDARG00000069808,OSTM1,ENSDARG00000069808,ostm1
ENSDARG00000069494,TMEM223,ENSDARG00000069494,tmem223
ENSDARG00000056206,CAMK2G,ENSDARG00000056206,camk2g2
ENSDARG00000105131,COG1,ENSDARG00000105131,cog1
ENSDARG00000058940,PIERCE1,ENSDARG00000058940,si_ch211-248e11.2
ENSDARG00000098544,NCDN,ENSDARG00000098544,ncdn
ENSDARG00000020645,SLC7A3,ENSDARG00000020645,slc7a3a
ENSDARG00000059600,RABEP1,ENSDARG00000059600,rabep1
ENSDARG00000058292,SEPHS1,ENSDARG00000058292,sephs1
ENSDARG00000097256,PLN,ENSDARG00000097256,si_ch211-270g19.5
ENSDARG00000070477,DNAJC2,ENSDARG00000070477,dnajc2
ENSDARG00000037804,PHLDA3,ENSDARG00000037804,phlda3
ENSDARG00000061742,CLASRP,ENSDARG00000061742,clasrp
ENSDARG00000011821,PLOD2,ENSDARG00000011821,plod2
ENSDARG00000076913,EME1,ENSDARG00000076913,eme1
ENSDARG00000100769,CAMTA2,ENSDARG00000100769,CABZ01085201.1
ENSDARG00000053483,DHRS2,ENSDARG00000053483,zgc_113054
ENSDARG00000077004,ALDH1L1,ENSDARG00000077004,aldh1l1
ENSDARG00000062970,NIBAN2,ENSDARG00000062970,fam129ba
ENSDARG00000062489,MARCHF8,ENSDARG00000062489,march8
ENSDARG00000003592,SURF1,ENSDARG00000003592,surf1
ENSDARG00000061817,KIF1A,ENSDARG00000061817,kif1aa
ENSDARG00000060308,URB1,ENSDARG00000060308,urb1
ENSDARG00000018106,EIF2B3,ENSDARG00000018106,eif2b3
ENSDARG00000031346,RBM17,ENSDARG00000031346,rbm17
ENSDARG00000007169,ITGB1BP1,ENSDARG00000007169,itgb1bp1
ENSDARG00000056627,CXCL14,ENSDARG00000056627,cxcl14
ENSDARG00000055743,ANKRD54,ENSDARG00000055743,ankrd54
ENSDARG00000044074,LOXL2,ENSDARG00000044074,loxl2b
ENSDARG00000007231,RYK,ENSDARG00000007231,ryk
ENSDARG00000001930,KLHL15,ENSDARG00000001930,klhl15
ENSDARG00000077326,SLC45A4,ENSDARG00000077326,slc45a4
ENSDARG00000058088,AIFM1,ENSDARG00000058088,aifm1
ENSDARG00000076962,GDPD5,ENSDARG00000076962,gdpd5b
ENSDARG00000045641,USP3,ENSDARG00000045641,usp3
ENSDARG00000023768,MFSD4A,ENSDARG00000023768,mfsd4aa
ENSDARG00000056549,VPS26A,ENSDARG00000056549,vps26a
ENSDARG00000042854,EPHX1,ENSDARG00000042854,ephx1
ENSDARG00000027589,FZD7,ENSDARG00000027589,fzd7b
ENSDARG00000041728,MAN1A2,ENSDARG00000041728,man1a2
ENSDARG00000057151,PREP,ENSDARG00000057151,prep
ENSDARG00000044899,TMEM183A,ENSDARG00000044899,tmem183a
ENSDARG00000022970,TM9SF1,ENSDARG00000022970,tm9sf1
ENSDARG00000108136,DCAF1,ENSDARG00000108136,CABZ01113599.1
ENSDARG00000103464,PGGT1B,ENSDARG00000103464,pggt1b
ENSDARG00000028228,ZBTB18,ENSDARG00000028228,zbtb18
ENSDARG00000016253,RALA,ENSDARG00000016253,ralab
ENSDARG00000040803,LACTB,ENSDARG00000040803,lactb
ENSDARG00000044136,RAB3GAP2,ENSDARG00000044136,rab3gap2
ENSDARG00000001210,ARL14EP,ENSDARG00000001210,arl14ep
ENSDARG00000015224,CD2AP,ENSDARG00000015224,cd2ap
ENSDARG00000031782,CRYBG1,ENSDARG00000031782,crybg1a
ENSDARG00000075323,SRFBP1,ENSDARG00000075323,srfbp1
ENSDARG00000013302,GPX8,ENSDARG00000013302,gpx8
ENSDARG00000061865,DDX10,ENSDARG00000061865,ddx10
ENSDARG00000079725,DHX9,ENSDARG00000079725,dhx9
ENSDARG00000008097,SRSF9,ENSDARG00000008097,srsf9
ENSDARG00000090219,WDR45,ENSDARG00000090219,wdr45
ENSDARG00000020448,ADI1,ENSDARG00000020448,adi1
ENSDARG00000010823,MEMO1,ENSDARG00000010823,memo1
ENSDARG00000074435,TTC19,ENSDARG00000074435,ttc19
ENSDARG00000008461,ANAPC5,ENSDARG00000008461,anapc5
ENSDARG00000028663,TEK,ENSDARG00000028663,tek
ENSDARG00000003961,PARP3,ENSDARG00000003961,parp3
ENSDARG00000101120,KIF3B,ENSDARG00000101120,kif3b
ENSDARG00000004078,ACSL4,ENSDARG00000004078,acsl4a
ENSDARG00000003655,TMEM59L,ENSDARG00000003655,tmem59l
ENSDARG00000043713,ASF1B,ENSDARG00000043713,asf1bb
ENSDARG00000062476,SNAPC5,ENSDARG00000062476,snapc5
ENSDARG00000022378,MTMR1,ENSDARG00000022378,mtmr1b
ENSDARG00000077839,DHX30,ENSDARG00000077839,dhx30
ENSDARG00000056582,MAP3K14,ENSDARG00000056582,arf2b
ENSDARG00000070393,COQ10A,ENSDARG00000070393,COQ10A
ENSDARG00000056525,BCAR1,ENSDARG00000056525,bcar1
ENSDARG00000054032,RAB24,ENSDARG00000054032,rab24
ENSDARG00000097691,PCLAF,ENSDARG00000097691,pclaf
ENSDARG00000041908,USP39,ENSDARG00000041908,usp39
ENSDARG00000077641,THBS3,ENSDARG00000077641,thbs3a
ENSDARG00000098853,EHD1,ENSDARG00000098853,ehd1a
ENSDARG00000018809,ABHD3,ENSDARG00000018809,abhd3
ENSDARG00000036282,RNASET2,ENSDARG00000036282,rnaset2
ENSDARG00000057672,PLPP5,ENSDARG00000057672,plpp5
ENSDARG00000092503,ARID1B,ENSDARG00000092503,arid1b
ENSDARG00000055106,ZNF148,ENSDARG00000055106,znf148
ENSDARG00000069968,PCSK7,ENSDARG00000069968,pcsk7
ENSDARG00000034080,PLCD1,ENSDARG00000034080,plcd1b
ENSDARG00000012899,DDX49,ENSDARG00000012899,ddx49
ENSDARG00000009868,DCAF11,ENSDARG00000009868,dcaf11
ENSDARG00000096428,WIZ,ENSDARG00000096428,si_dkey-217d24.6
ENSDARG00000021177,CEPT1,ENSDARG00000021177,cept1b
ENSDARG00000101024,NUFIP1,ENSDARG00000101024,nufip1
ENSDARG00000104996,TMEM203,ENSDARG00000104996,tmem203
ENSDARG00000075904,RFX1,ENSDARG00000075904,rfx1b
ENSDARG00000039459,QSOX1,ENSDARG00000039459,qsox1
ENSDARG00000029291,IPMK,ENSDARG00000029291,ipmkb
ENSDARG00000000857,MAPK14,ENSDARG00000000857,mapk14a
ENSDARG00000019791,PRMT3,ENSDARG00000019791,prmt3
ENSDARG00000011233,PCYT1A,ENSDARG00000011233,pcyt1aa
ENSDARG00000019743,DCTN1,ENSDARG00000019743,dctn1a
ENSDARG00000105239,ECM1,ENSDARG00000105239,ecm1b
ENSDARG00000104223,LMBRD1,ENSDARG00000104223,lmbrd1
ENSDARG00000076074,DDA1,ENSDARG00000076074,dda1
ENSDARG00000004204,EFHC2,ENSDARG00000004204,efhc2
ENSDARG00000004898,C16orf96,ENSDARG00000004898,zp2l2
ENSDARG00000059177,TAX1BP3,ENSDARG00000059177,tax1bp3
ENSDARG00000045692,PPHLN1,ENSDARG00000045692,pphln1
ENSDARG00000079352,SAP130,ENSDARG00000079352,sap130b
ENSDARG00000068640,RSF1,ENSDARG00000068640,rsf1b.1
ENSDARG00000001220,MYCBP2,ENSDARG00000001220,mycbp2
ENSDARG00000070487,MTARC1,ENSDARG00000070487,zgc_110783
ENSDARG00000012073,KIF15,ENSDARG00000012073,kif15
ENSDARG00000075192,YME1L1,ENSDARG00000075192,yme1l1a
ENSDARG00000015971,RAPGEF1,ENSDARG00000015971,rapgef1b
ENSDARG00000000189,SEMA6C,ENSDARG00000000189,sema6e
ENSDARG00000104581,TOM1,ENSDARG00000104581,tom1
ENSDARG00000063573,VPS41,ENSDARG00000063573,vps41
ENSDARG00000062983,FBH1,ENSDARG00000062983,fbxo18
ENSDARG00000002912,ADIPOR1,ENSDARG00000002912,adipor1a
ENSDARG00000037551,PM20D1,ENSDARG00000037551,pm20d1.1
ENSDARG00000095890,ZNF236,ENSDARG00000095890,znf236
ENSDARG00000007566,APPBP2,ENSDARG00000007566,appbp2
ENSDARG00000098919,SMARCC1,ENSDARG00000098919,smarcc1b
ENSDARG00000059311,DPYSL5,ENSDARG00000059311,dpysl5b
ENSDARG00000090872,C7orf57,ENSDARG00000090872,si_dkey-276j7.1
ENSDARG00000113761,DYNC2H1,ENSDARG00000113761,DYNC2H1
ENSDARG00000068175,ING5,ENSDARG00000068175,ing5b
ENSDARG00000043177,LSM1,ENSDARG00000043177,lsm1
ENSDARG00000040280,LRATD2,ENSDARG00000040280,zgc_110182
ENSDARG00000040326,DHX29,ENSDARG00000040326,dhx29
ENSDARG00000042894,TYMS,ENSDARG00000042894,tyms
ENSDARG00000018312,RELL1,ENSDARG00000018312,rell1
ENSDARG00000077842,AJUBA,ENSDARG00000077842,ajuba
ENSDARG00000037708,EXOSC10,ENSDARG00000037708,exosc10
ENSDARG00000077442,TUBGCP5,ENSDARG00000077442,tubgcp5
ENSDARG00000077341,PPP1R14C,ENSDARG00000077341,ppp1r14c
ENSDARG00000007045,CNOT4,ENSDARG00000007045,cnot4a
ENSDARG00000043287,ATG101,ENSDARG00000043287,atg101
ENSDARG00000062085,TKFC,ENSDARG00000062085,tkfc
ENSDARG00000101309,CCP110,ENSDARG00000101309,si_ch73-100l22.3
ENSDARG00000070261,CRLF3,ENSDARG00000070261,crlf3
ENSDARG00000061836,NFIX,ENSDARG00000061836,nfixb
ENSDARG00000053713,CCDC88C,ENSDARG00000053713,ccdc88c
